43.2194,-79.9434
44.5104,-77.4614
49.0672,-122.6532
45.4355,-75.716
43.833,-79.5609
42.9903,-79.2576
43.811,-79.4442
42.0907,-83.0993
43.5057,-80.1958
45.3169,-75.6073
43.7908,-79.4383
45.3909,-75.7265
43.6637,-79.5756
42.9812,-81.2847
42.3124,-82.9297
45.2977,-76.7235
43.865,-79.4601
43.5103,-79.852
42.9912,-81.2435
43.8341,-79.1128
43.6495,-79.7402
43.6916,-79.7487
43.2794,-80.4437
45.4129,-75.6855
43.3962,-80.3596
43.5226,-80.1845
43.2227,-79.7033
44.6314,-79.4129
43.1236,-80.2863
48.4589,-89.2983
42.93,-80.2896
60.74,-135.11
44.0996,-79.5977
43.8285,-79.3157
49.4614,-119.5919
44.2371,-76.5188
43.0012,-81.1802
45.4262,-75.6116
50.6467,-104.8662
49.726,-112.6124
43.9499,-78.8351
43.7995,-79.3419
45.3236,-75.8916
51.0411,-114.0899
43.6579,-79.3603
43.3273,-79.9565
43.6821,-79.34
51.1399,-114.133
43.1934,-79.8432
60.4554,-134.2754
51.1777,-114.1505
43.7249,-79.758
53.9134,-122.7808
48.4555,-89.2458
42.3385,-82.9381
51.0914,-113.9796
53.3364,-113.2776
43.24,-81.13
51.0701,-114.0117
54.0499,-128.6549
50.2869,-119.2558
53.5375,-113.5179
50.4528,-104.5691
53.9937,-122.8064
53.2892,-113.1765
42.9533,-80.0546
44.4851,-78.6448
51.0452,-114.1513
43.9045,-79.4474
43.5526,-79.7268
45.051,-74.7511
50.6882,-120.3494
51.2216,-102.4407
43.5888,-79.7004
50.6735,-120.348
56.2586,-120.8226
51.1459,-114.0627
52.1445,-106.7283
44.2983,-78.3265
49.2657,-123.0883
53.421,-113.4193
51.0829,-115.3678
54.3821,-116.9786
50.6884,-120.352
49.5007,-119.5969
49.2441,-123.0709
56.7368,-121.8441
53.4763,-113.3737
53.5672,-113.4809
43.6483,-79.5239
34.6109,-98.4481
30.7837,-86.569
35.0531,-89.8432
49.6743,-116.8074
28.6126,-81.1334
49.25,-122.9034
43.2687,-79.8535
37.2082,-84.1156
49.01,-119.46
49.0351,-123.0777
